year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2002,SLO,20,reddick stan ,G,L,170,75,1969-06-12,hk olimpija ljubljana ,32.8843258042437,1969,25.9515570934256
2002,SLO,28,kristan robert ,G,L,184,77,1983-04-04,hk acroni jesenice ,19.0746064339493,1983,22.7433837429112
2002,SLO,30,glavic gaber ,G,L,182,80,1978-03-11,hk acroni jesenice ,24.1396303901437,1978,24.1516725033209
2002,SUI,10,hohener martin ,D,L,187,90,1980-06-23,kloten flyers ,21.8535249828884,1980,25.7370814149675
2002,SUI,11,steinegger martin ,D,L,187,91,1972-02-15,sc bern ,30.2067077344285,1972,26.023048986245
2002,SUI,21,gerber beat ,D,L,182,86,1982-05-16,scl tigers ,19.958932238193,1982,25.9630479410699
2002,SUI,27,fischer patrick ,D,L,180,85,1978-06-18,ev zug ,23.8685831622177,1978,26.2345679012346
2002,SUI,3,vauclair julien ,D,L,187,90,1979-10-02,grand rapids griffins ,22.5790554414784,1979,25.7370814149675
2002,SUI,30,hirschi steve ,D,L,179,78,1981-09-18,scl tigers ,20.6160164271047,1981,24.3438094940857
2002,SUI,31,seger mathias ,D,L,181,86,1977-12-17,zsc lions ,24.3696098562628,1977,26.2507249473459
2002,SUI,7,streit mark ,D,L,182,89,1977-12-11,zsc lions ,24.3860369609856,1977,26.8687356599444
2002,SUI,16,wichser adrian ,F,L,182,79,1980-03-19,kloten flyers ,22.1163586584531,1980,23.8497765970293
2002,SUI,17,crameri gian-marco ,F,L,177,75,1972-12-13,zsc lions ,29.3798767967146,1972,23.9394809920521
2002,SUI,19,aeschlimann j-j ,F,R,186,86,1967-05-30,hc lugano ,34.92128678987,1967,24.8583651289166
2002,SUI,23,paterlini thierry ,F,L,183,95,1975-04-27,hc davos ,27.0116358658453,1975,28.3675236644868
2002,SUI,28,pluss martin ,F,L,174,80,1977-04-05,kloten flyers ,25.0704996577687,1977,26.4235698242833
2002,SUI,32,ruthemann ivo ,F,L,172,76,1976-12-12,sc bern ,25.3826146475017,1976,25.6895619253651
2002,SUI,35,jeannin sandy ,F,L,180,82,1976-02-28,hc lugano ,26.1711156741958,1976,25.3086419753086
2002,SUI,36,reichert marc ,F,L,189,99,1980-03-22,sc bern ,22.1081451060917,1980,27.7147896195515
2002,SUI,37,christen bjorn ,F,R,183,88,1980-04-05,hc davos ,22.0698151950719,1980,26.2772850786825
2002,SUI,38,ziegler thomas ,F,L,180,85,1978-06-09,sc bern ,23.8932238193018,1978,26.2345679012346
2002,SUI,4,conne flavien ,F,L,177,80,1980-04-01,hc lugano ,22.0807665982204,1980,25.5354463915222
2002,SUI,9,baldi mattia ,F,L,183,86,1977-07-12,zsc lions ,24.8021902806297,1977,25.680074054167
2002,SUI,26,gerber martin ,G,L,180,85,1974-09-03,farjestads bk ,27.6577686516085,1974,26.2345679012346
2002,SUI,41,weibel lars ,G,L,185,84,1974-05-20,hc davos ,27.9479808350445,1974,24.5434623813002
2002,SUI,44,buhrer marco ,G,L,179,83,1979-10-09,sc bern ,22.5598904859685,1979,25.9043101026809
2002,SVK,11,milo dusan ,D,R,177,84,1973-03-05,hkm zvolen ,29.1553730321697,1973,26.8122187110983
2002,SVK,17,visnovsky lubomir ,D,L,178,83,1976-08-11,los angeles kings ,25.719370294319,1976,26.1961873500821
2002,SVK,2,hecl radoslav ,D,L,190,92,1974-10-11,slovan bratislava ,27.5537303216975,1974,25.4847645429363
2002,SVK,4,baca jergus ,D,L,186,96,1965-01-04,revier lowen oberhausen ,37.3196440793977,1965,27.7488727020465
2002,SVK,41,lintner richard ,D,R,188,97,1977-11-15,modo hockey ,24.4572210814511,1977,27.4445450430059
2002,SVK,7,strbak martin ,D,L,191,96,1975-01-15,lokomotiv yaroslavl ,27.2908966461328,1975,26.3150681176503
2002,SVK,74,cierny ladislav ,D,L,183,79,1974-11-03,hkm zvolen ,27.4907597535934,1974,23.5898354683627
2002,SVK,8,smrek peter ,D,L,184,86,1979-02-16,nashville predators ,23.2032854209446,1979,25.4017013232514
2002,SVK,12,bondra peter ,F,L,184,86,1968-02-07,washington capitals ,34.2286105407255,1968,25.4017013232514
2002,SVK,15,stumpel jozef ,F,L,190,100,1972-07-20,boston bruins ,29.7796030116359,1972,27.7008310249307
2002,SVK,16,orszagh vladimir ,F,L,180,90,1977-05-24,nashville predators ,24.9363449691992,1977,27.7777777777778
2002,SVK,18,satan miroslav ,F,L,183,85,1974-10-22,buffalo sabres ,27.523613963039,1974,25.3814685419093
2002,SVK,19,pavlikovsky rastislav ,F,L,180,90,1977-03-02,hv 71 ,25.1635865845311,1977,27.7777777777778
2002,SVK,21,somik radovan ,F,L,188,83,1977-05-05,hc zlin ,24.9883641341547,1977,23.4834766862834
2002,SVK,23,bartecko lubomir ,F,L,187,90,1976-07-14,atlanta thrashers ,25.7960301163587,1976,25.7370814149675
2002,SVK,24,palffy zigmund ,F,L,182,82,1972-05-05,los angeles kings ,29.9876796714579,1972,24.7554643159039
2002,SVK,26,handzus michal ,F,L,193,98,1977-03-11,phoenix coyotes ,25.138945927447,1977,26.3094311256678
2002,SVK,27,nagy ladislav ,F,L,180,87,1979-06-01,phoenix coyotes ,22.9158110882957,1979,26.8518518518519
2002,SVK,30,hlinka miroslav ,F,L,186,98,1972-08-31,modo hockey ,29.6646132785763,1972,28.3269742166724
2002,SVK,33,pucher peter ,F,L,185,93,1974-08-12,hc znojmo ,27.7180013689254,1974,27.173119065011
2002,SVK,39,petrovicky robert ,F,L,178,78,1973-10-26,hc ambri-piotta ,28.5119780971937,1973,24.6181037747759
2002,SVK,44,tomik robert ,F,R,190,90,1976-12-12,sparta praha ,25.3826146475017,1976,24.9307479224377
2002,SVK,79,uram marek ,F,L,172,82,1974-09-08,hc znojmo ,27.6440793976728,1974,27.7176852352623
2002,SVK,1,simonovic miroslav ,G,L,182,80,1974-08-10,hc skp poprad ,27.7234770704997,1974,24.1516725033209
2002,SVK,25,lasak jan ,G,L,181,86,1979-04-10,nashville predators ,23.0581793292266,1979,26.2507249473459
2002,SVK,31,stana rastislav ,G,L,185,83,1980-01-10,richmond renegades ,22.3052703627652,1980,24.2512783053324
2002,SWE,18,johansson thomas ,D,L,185,88,1970-08-18,aik ,31.7015742642026,1970,25.7121986851717
2002,SWE,23,sundin ronnie ,D,L,186,98,1970-10-03,vastra frolunda hc ,31.5756331279945,1970,28.3269742166724
2002,SWE,25,rhodin thomas ,D,R,181,87,1971-04-08,farjestads bk ,31.0636550308008,1971,26.5559659351058
2002,SWE,3,hedin pierre ,D,L,187,92,1978-02-19,modo hockey ,24.1943874058864,1978,26.3090165575224
2002,SWE,34,tjarnqvist daniel ,D,L,188,88,1976-10-14,atlanta thrashers ,25.5441478439425,1976,24.8981439565414
2002,SWE,5,johnsson kim ,D,L,187,89,1976-03-16,philadelphia flyers ,26.1245722108145,1976,25.4511138436901
2002,SWE,6,johansson magnus ,D,R,178,82,1973-09-04,vastra frolunda hc ,28.6543463381246,1973,25.8805706350208
2002,SWE,7,gustafsson per ,D,L,188,90,1970-06-04,hv 71 ,31.9069130732375,1970,25.4640108646446
2002,SWE,10,johansson andreas ,F,L,184,90,1973-05-19,new york rangers ,28.9500342231348,1973,26.5831758034026
2002,SWE,11,axelsson per-johan ,F,L,185,85,1975-02-26,boston bruins ,27.1759069130732,1975,24.8356464572681
2002,SWE,16,falk nichlas ,F,L,183,93,1971-02-03,djurgardens if ,31.2388774811773,1971,27.7703126399713
2002,SWE,17,johansson mathias ,F,L,187,91,1974-02-22,farjestads bk ,28.186173853525,1974,26.023048986245
2002,SWE,19,naslund markus ,F,L,184,88,1973-07-30,vancouver canucks ,28.7529089664613,1973,25.992438563327
2002,SWE,20,zetterberg henrik ,F,L,183,82,1980-10-09,timra ik ,21.5578370978782,1980,24.485652005136
2002,SWE,21,jonsson jorgen ,F,L,184,89,1972-09-29,farjestads bk ,29.5852156057495,1972,26.2878071833648
2002,SWE,22,dahlen ulf ,F,L,188,90,1967-01-21,washington capitals ,35.27446954141,1967,25.4640108646446
2002,SWE,24,andersson niklas ,F,L,176,80,1971-05-20,vastra frolunda hc ,30.9486652977413,1971,25.8264462809917
2002,SWE,26,weinhandl mattias ,F,R,183,85,1980-06-01,modo hockey ,21.9137577002053,1980,25.3814685419093
2002,SWE,31,johnson jonas ,F,L,188,85,1970-03-23,vastra frolunda hc ,32.1067761806982,1970,24.0493435943866
2002,SWE,44,huselius kristian ,F,L,187,85,1978-11-10,florida panthers ,23.4715947980835,1978,24.3072435585805
2002,SWE,76,davidsson johan ,F,L,183,83,1976-01-06,hv 71 ,26.3162217659138,1976,24.7842575173938
2002,SWE,92,nylander michael ,F,L,185,89,1972-10-03,chicago blackhawks ,29.574264202601,1972,26.0043827611395
2002,SWE,1,liv stefan ,G,L,183,80,1980-12-21,hv 71 ,21.3579739904175,1980,23.8884409806205
2002,SWE,30,wanhainen rolf ,G,L,175,72,1972-02-09,sodertalje sk ,30.2231348391513,1972,23.5102040816327
2002,SWE,35,salo tommy ,G,L,182,79,1971-02-01,edmonton oilers ,31.2443531827515,1971,23.8497765970293
2002,UKR,11,ostroushko artem ,D,L,187,90,1974-03-18,sibir novosibirsk ,28.1204654346338,1974,25.7370814149675
2002,UKR,12,tolkounov dmitri ,D,R,186,91,1979-05-27,norfolk admirals ,22.9295003422313,1979,26.3036189154816
2002,UKR,14,shyryaev valeriy ,D,L,183,91,1963-08-26,la chaux-de-fonds ,38.6803559206023,1963,27.1731016154558
2002,UKR,2,gunko yuriy ,D,R,191,98,1972-02-28,cska moskva ,30.1711156741958,1972,26.8632987034347
2002,UKR,3,klymentyev sergiy ,D,L,183,89,1975-04-05,metallurg magnitogorsk ,27.0718685831622,1975,26.5758905909403
2002,UKR,30,zavalnyuk vyacheslav ,D,L,181,90,1974-12-10,ska st. petersburg ,27.3894592744695,1974,27.4716888983853
2002,UKR,4,timchenko vyacheslav ,D,L,186,89,1971-08-16,weisswasser ,30.7077344284736,1971,25.7255174008556
2002,UKR,10,shakhraychuk vadym ,F,L,189,94,1974-06-12,lokomotiv yaroslavl ,27.8850102669405,1974,26.3150527700792
2002,UKR,15,markovskyy dmytro ,F,L,179,87,1975-07-05,greensborough generals ,26.8227241615332,1975,27.1527105895571
2002,UKR,16,tsyrul dmytro ,F,L,182,85,1979-01-02,kristall ,23.3264887063655,1979,25.6611520347784
2002,UKR,17,oletskyy valentyn ,F,L,176,83,1971-06-02,ev fussen ,30.9130732375086,1971,26.7949380165289
2002,UKR,18,zinevych olexandr ,F,L,180,84,1979-03-02,reading royal ,23.1649555099247,1979,25.9259259259259
2002,UKR,19,protsenko borys ,F,R,182,87,1978-08-21,amur habarovsk ,23.6933607118412,1978,26.2649438473614
2002,UKR,21,kasyanchuk kostyantyn ,F,R,183,83,1979-10-24,vityaz podolsk ,22.5188227241615,1979,24.7842575173938
2002,UKR,23,salnikov roman ,F,R,185,89,1976-02-18,krylia sovetov ,26.1984941820671,1976,26.0043827611395
2002,UKR,24,matviychuk olexandr ,F,L,176,79,1975-05-13,greensborough generals ,26.9678302532512,1975,25.5036157024793
2002,UKR,25,savenko bogdan ,F,R,187,90,1974-11-20,spartak moskva ,27.4442162902122,1974,25.7370814149675
2002,UKR,7,bobrovnikov vasyl ,F,L,175,79,1971-11-08,sokol kiev ,30.4777549623546,1971,25.7959183673469
2002,UKR,8,khristich dmytro ,F,R,184,89,1969-07-23,washington capitals ,32.7720739219713,1969,26.2878071833648
2002,UKR,9,kharchenko sergiy ,F,R,178,87,1978-04-17,sokol kiev ,24.0383299110199,1978,27.458654210327
2002,UKR,1,simchuk kostyantyn ,G,L,182,87,1974-02-26,spartak moskva ,28.1752224503765,1974,26.2649438473614
2002,UKR,20,karpenko igor ,G,L,173,80,1976-07-23,metallurg magnitogorsk ,25.7713894592745,1976,26.7299274950717
2002,UKR,22,fedorov oleksandr ,G,L,184,87,1978-04-12,berkut kiev ,24.0520191649555,1978,25.6970699432892
2002,USA,2,hatcher derian ,D,L,196,98,1972-06-04,dallas stars ,29.9055441478439,1972,25.5102040816327
2002,USA,24,tamer chris ,D,L,187,94,1970-11-17,atlanta thrashers ,31.4524298425736,1970,26.8809517000772
2002,USA,27,o`sullivan chris ,D,L,189,93,1974-05-15,kloten flyers ,27.9616700889801,1974,26.0351054001848
2002,USA,3,leopold jordan ,D,L,187,94,1980-08-03,university of minnesota ,21.741273100616,1980,26.8809517000772
2002,USA,4,eaton mark ,D,L,189,93,1977-05-06,nashville predators ,24.9856262833676,1977,26.0351054001848
2002,USA,5,weinrich eric ,D,L,186,95,1966-12-19,philadelphia flyers ,35.3648186173854,1966,27.4598219447335
2002,USA,7,rohloff todd ,D,L,191,96,1974-01-16,washington capitals ,28.2874743326489,1974,26.3150681176503
2002,USA,8,de wolf joshua ,D,L,189,92,1977-07-25,cincinnati mighty ducks ,24.766598220397,1977,25.7551580302903
2002,USA,10,murphy mark ,F,L,182,92,1976-08-06,portland pirates ,25.7330595482546,1976,27.774423378819
2002,USA,11,reasoner martin ,F,L,187,92,1977-02-26,edmonton oilers ,25.1745379876797,1977,26.3090165575224
2002,USA,14,sacco joe ,F,L,187,87,1969-02-04,washington capitals ,33.2347707049966,1969,24.8791787011353
2002,USA,16,mowers mark ,F,R,182,85,1974-02-16,nashville predators ,28.2026009582478,1974,25.6611520347784
2002,USA,17,clark christopher ,F,R,184,91,1976-03-08,calgary flames ,26.1464750171116,1976,26.8785444234405
2002,USA,18,park richard ,F,R,182,86,1976-05-27,minnesota wild ,25.927446954141,1976,25.9630479410699
2002,USA,19,hilbert andrew ,F,L,182,86,1981-02-06,providence bruins ,21.2292950034223,1981,25.9630479410699
2002,USA,21,donato ted ,F,L,180,82,1969-04-28,manchester monarchs ,33.0075290896646,1969,25.3086419753086
2002,USA,22,konowalchuk steve ,F,L,189,94,1972-11-11,washington capitals ,29.4674880219028,1972,26.3150527700792
2002,USA,33,la couture daniel ,F,L,191,95,1977-04-18,pittsburgh penguins ,25.0349075975359,1977,26.0409528247581
2002,USA,37,rasmussen erik ,F,L,189,93,1977-03-28,buffalo sabres ,25.0924024640657,1977,26.0351054001848
2002,USA,62,plante derek ,F,L,182,83,1971-01-17,munchen barons ,31.2854209445585,1971,25.0573602221954
2002,USA,29,naumenko gregg ,G,L,184,85,1977-03-30,cincinnati mighty ducks ,25.0869267624914,1977,25.1063327032136
2002,USA,34,kochan dieter ,G,L,187,82,1974-05-11,tampa bay lightning ,27.9726214921287,1974,23.4493408447482
2002,USA,39,miller ryan ,G,L,189,72,1980-07-17,michigan state spartans ,21.7878165639973,1980,20.1562106324011
2003,RUS,2,turkovski vasili ,D,L,188,93,1974-09-03,severstal cherepovets ,28.6570841889117,1974,26.3128112267995
2003,RUS,28,zhdan alexander ,D,R,179,86,1971-08-28,dynamo moskva ,31.6741957563313,1971,26.8406104678381
2003,RUS,29,khavanov alexander ,D,L,185,91,1972-01-30,st. louis blues ,31.2498288843258,1972,26.5887509130752
2003,RUS,33,erofeev dmitri ,D,R,182,87,1970-01-28,ak bars kazan ,33.2539356605065,1970,26.2649438473614
2003,RUS,34,vyshedkevich sergei ,D,L,185,94,1975-01-03,dynamo moskva ,28.3230663928816,1975,27.4653031409788
2003,RUS,4,proshkin vitaly ,D,L,192,99,1976-05-08,ak bars kazan ,26.9787816563997,1976,26.85546875
2003,RUS,45,kalinin dmitri ,D,L,188,97,1980-07-22,buffalo sabres ,22.7734428473648,1980,27.4445450430059
2003,RUS,7,guskov alexander ,D,L,189,92,1976-11-26,lokomotiv yaroslavl ,26.425735797399,1976,25.7551580302903
2003,RUS,8,gusev sergei ,D,L,188,92,1975-07-31,severstal cherepovets ,27.750855578371,1975,26.0298777727479
2003,RUS,11,frolov alexander ,F,R,188,90,1982-06-19,los angeles kings ,20.8651608487337,1982,25.4640108646446
2003,RUS,13,datsyuk pavel ,F,L,178,86,1978-07-20,detroit red wings ,24.7802874743326,1978,27.1430374952657
2003,RUS,14,grigorenko igor ,F,L,179,92,1983-04-09,lada togliatti ,20.0602327173169,1983,28.7132111981524
2003,RUS,16,zinoviev sergei ,F,L,180,80,1980-03-04,ak bars kazan ,23.1567419575633,1980,24.6913580246914
2003,RUS,18,novoseltsev ivan ,F,L,183,95,1979-01-23,florida panthers ,24.2683093771389,1979,28.3675236644868
2003,RUS,19,saprykin oleg ,F,L,186,85,1981-02-12,calgary flames ,22.2121834360027,1981,24.5693143716036
2003,RUS,21,kaigorodov alexei ,F,L,182,87,1983-07-29,metallurg magnitogorsk ,19.7563312799452,1983,26.2649438473614
2003,RUS,23,soin sergei ,F,L,184,84,1982-03-31,krylia sovetov moskva ,21.0841889117043,1982,24.8109640831758
2003,RUS,24,antipov vladimir ,F,L,180,90,1978-01-14,lokomotiv yaroslavl ,25.2922655715264,1978,27.7777777777778
2003,RUS,25,arkhipov denis ,F,L,188,96,1979-05-19,nashville predators ,23.9507186858316,1979,27.1616115889543
2003,RUS,32,semin alexander ,F,R,187,85,1984-03-03,lada togliatti ,19.1594798083504,1984,24.3072435585805
2003,RUS,71,kovalchuk ilya ,F,R,189,100,1983-04-15,atlanta thrashers ,20.0438056125941,1983,27.994736989446
2003,RUS,9,suglobov alexander ,F,L,185,85,1982-01-15,lokomotiv yaroslavl ,21.2895277207392,1982,24.8356464572681
2003,RUS,30,tsarev andrei ,G,L,187,88,1975-08-30,ak bars kazan ,27.668720054757,1975,25.1651462724127
2003,RUS,31,podomatski egor ,G,L,177,76,1976-11-22,lokomotiv yaroslavl ,26.4366872005476,1976,24.2586740719461
2003,RUS,39,sokolov maxim ,G,L,180,81,1972-05-27,avangard omsk ,30.9267624914442,1972,25
2003,AUT,30,hohenberger herbert ,D,R,182,90,1969-02-08,ec villach ,34.2231348391513,1969,27.170631566236
2003,AUT,32,lakos andre ,D,R,203,103,1979-07-29,vienna capitals ,23.7563312799452,1979,24.9945400276639
2003,AUT,4,unterluggauer gerhard ,D,L,177,88,1976-08-15,dusseldorf metro stars ,26.7077344284736,1976,28.0889910306745
2003,AUT,47,lakos philippe ,D,R,192,100,1980-08-19,vienna capitals ,22.6967830253251,1980,27.1267361111111
2003,AUT,55,lukas robert ,D,L,181,84,1978-08-29,ehc linz ,24.6707734428474,1978,25.6402429718263
2003,AUT,7,doyle rob ,D,R,181,82,1964-02-10,ehc lustenau ,39.2197125256674,1964,25.0297609963066
2003,AUT,96,kasper peter ,D,R,182,88,1974-12-20,hc innsbruck ,28.3613963039014,1974,26.5668397536529
2003,AUT,10,perthaler christian ,F,L,185,90,1968-07-21,ehc linz ,34.776180698152,1968,26.2965668371074
2003,AUT,11,koch thomas ,F,L,174,77,1983-08-17,kac klagenfurt ,19.7043121149897,1983,25.4326859558726
2003,AUT,12,szucs mark ,F,L,177,78,1976-11-04,ehc linz ,26.4859685147159,1976,24.8970602317342
2003,AUT,15,setzinger oliver ,F,L,183,84,1983-07-11,vienna capitals ,19.8056125941136,1983,25.0828630296515
2003,AUT,17,pock thomas ,F,L,184,88,1981-12-02,univ mass-amherst ,21.409993155373,1981,25.992438563327
2003,AUT,18,salfi kent ,F,L,178,82,1971-06-10,vsv villach ,31.8904859685147,1971,25.8805706350208
2003,AUT,19,lukas philipp ,F,R,177,84,1979-12-04,ehc linz ,23.4058863791923,1979,26.8122187110983
2003,AUT,20,welser daniel ,F,L,180,84,1983-02-16,kac klagenfurt ,20.2026009582478,1983,25.9259259259259
2003,AUT,21,trattnig matthias ,F,L,185,95,1979-04-22,djurgardens if stockholm ,24.0246406570842,1979,27.7574872169467
2003,AUT,24,divis raimund ,F,L,184,81,1978-01-05,ec feldkirch ,25.3169062286105,1978,23.9248582230624
2003,AUT,29,brandner christoph ,F,L,195,97,1975-07-05,krefeld penguine ,27.8220396988364,1975,25.5095332018409
2003,AUT,49,hohenberger martin ,F,L,186,93,1977-01-29,hc innsbruck ,26.2505133470226,1977,26.8817204301075
2003,AUT,74,kalt dieter ,F,R,175,83,1974-06-26,farjestads bk ,28.8459958932238,1974,27.1020408163265
2003,AUT,25,suttnig michael ,G,L,178,75,1973-11-08,kac klagenfurt ,29.4757015742642,1973,23.6712536295922
2003,AUT,31,dalpiaz claus ,G,L,175,74,1971-10-10,hc innsbruck ,31.5564681724846,1971,24.1632653061224
2003,AUT,38,prohaska gert ,G,L,183,83,1976-03-31,vsv villach ,27.0828199863107,1976,24.7842575173938
2003,BLR,15,alekseev aleksandr ,D,L,185,82,1968-01-08,hc gomel ,35.3100616016427,1968,23.9590942293645
2003,BLR,26,stas sergei ,D,L,181,90,1974-04-28,krefeld penguine ,29.0075290896646,1974,27.4716888983853
2003,BLR,27,zhurik aleksandr ,D,L,193,99,1975-05-29,cska moskva ,27.9233401779603,1975,26.5778947085828
2003,BLR,3,khmyl oleg ,D,R,182,92,1970-01-30,neftekhimik nizhnekamsk ,33.2484599589322,1970,27.774423378819
2003,BLR,30,kopat vladimir ,D,L,178,84,1971-04-23,hc keramin-minsk ,32.0219028062971,1971,26.5118040651433
2003,BLR,4,makritsky aleksandr ,D,L,182,90,1971-08-11,krylia sovetov moskva ,31.7207392197125,1971,27.170631566236
2003,BLR,5,ryadinsky aleksandr ,D,R,189,94,1978-04-01,hc keramin-minsk ,25.0814510609172,1978,26.3150527700792
2003,BLR,7,erkovich sergei ,D,L,190,90,1974-03-09,tps turku ,29.1444216290212,1974,24.9307479224377
2003,BLR,11,bekbulatov vadim ,F,L,180,90,1970-03-08,hc gomel ,33.1471594798084,1970,27.7777777777778
2003,BLR,12,savilau henadzi ,F,R,190,89,1976-08-15,hc keramin-minsk ,26.7077344284736,1976,24.6537396121884
2003,BLR,13,kovalev andrei ,F,R,182,86,1966-04-02,sc bietigheim steelers ,37.07871321013,1966,25.9630479410699
2003,BLR,14,strakhau aliaksei ,F,L,173,83,1975-10-16,hc gomel ,27.5400410677618,1975,27.7322997761369
2003,BLR,19,chuprys yaraslau ,F,L,178,89,1981-09-12,hc keramin-minsk ,21.6317590691307,1981,28.0898876404494
2003,BLR,22,zadzialionau siarhei ,F,L,178,85,1976-02-27,hc gomel ,27.1731690622861,1976,26.8274207802045
2003,BLR,23,kastsitsyn andrei ,F,L,184,86,1985-02-03,cska moskva ,18.2368240930869,1985,25.4017013232514
2003,BLR,24,starostenko dmitry ,F,L,182,90,1973-03-18,dynamo moscow ,30.1190965092402,1973,27.170631566236
2003,BLR,29,tsyplakov vladimir ,F,L,187,95,1969-04-18,ak bars kazan ,34.0342231348392,1969,27.1669192713546
2003,BLR,32,pankov dmitry ,F,L,184,90,1974-10-29,metallurg novokuznetsk ,28.5037645448323,1974,26.5831758034026
2003,BLR,37,rasolko andrei ,F,R,177,83,1968-09-13,neftekhimik nizhnekamsk ,34.6283367556468,1968,26.4930256312043
2003,BLR,71,kalyuzhny aleksei ,F,R,178,86,1977-06-13,severstal cherepovets ,25.8809034907598,1977,27.1430374952657
2003,BLR,77,yesaulau yauheni ,F,L,180,80,1977-07-01,hc gomel ,25.8316221765914,1977,24.6913580246914
2003,BLR,9,karaha vadzim ,F,L,174,74,1985-01-03,polymir novopolotsk ,18.321697467488,1985,24.441802087462
2003,BLR,2,shabanov sergei ,G,L,179,78,1974-02-24,metallurg novokuznetsk ,29.1800136892539,1974,24.3438094940857
2003,BLR,31,mezin andrei ,G,L,180,77,1974-07-08,ak bars kazan ,28.8131416837782,1974,23.7654320987654
2003,BLR,33,hryshukevich leanid ,G,L,175,85,1978-03-30,hc keramin-minsk ,25.0869267624914,1978,27.7551020408163
2003,CAN,11,dandenault mathieu ,D,R,183,91,1976-02-03,detroit red wings ,27.2388774811773,1976,27.1731016154558
2003,CAN,2,brewer eric ,D,L,191,100,1979-04-17,edmonton oilers ,24.0383299110199,1979,27.411529289219
2003,CAN,23,cross cory ,D,L,196,100,1971-01-03,edmonton oilers ,32.3230663928816,1971,26.0308204914619
2003,CAN,24,staios steve ,D,R,185,91,1973-07-28,edmonton oilers ,29.7577002053388,1973,26.5887509130752
2003,CAN,4,bouwmeester jay ,D,L,193,96,1983-09-27,florida panthers ,19.5920602327173,1983,25.7725039598378
2003,CAN,52,rivet craig ,D,R,191,92,1974-09-13,montreal canadiens ,28.6297056810404,1974,25.2186069460815
2003,CAN,6,heward jamie ,D,R,191,91,1971-03-30,geneve-servette hc ,32.0876112251882,1971,24.9444916531893
2003,CAN,10,horcoff shawn ,F,L,185,92,1978-11-17,edmonton oilers ,24.4517453798768,1978,26.8809349890431
2003,CAN,12,marleau patrick ,F,L,188,86,1979-09-15,san jose sharks ,23.6249144421629,1979,24.3322770484382
2003,CAN,15,heatley dany ,F,L,191,98,1981-01-21,atlanta thrashers ,22.2724161533196,1981,26.8632987034347
2003,CAN,17,calder kyle ,F,L,181,82,1979-01-05,chicago blackhawks ,24.3175906913073,1979,25.0297609963066
2003,CAN,18,maltby kirk ,F,R,183,86,1972-12-22,detroit red wings ,30.3545516769336,1972,25.680074054167
2003,CAN,19,doan shane ,F,R,188,91,1976-10-10,phoenix coyotes ,26.5544147843943,1976,25.7469443186962
2003,CAN,20,alston jan ,F,R,190,89,1969-04-14,zsc lions ,34.0451745379877,1969,24.6537396121884
2003,CAN,22,carter anson ,F,R,185,91,1974-06-06,new york rangers ,28.9007529089665,1974,26.5887509130752
2003,CAN,28,reinprecht steven ,F,L,183,86,1976-05-07,colorado avalanche ,26.9815195071869,1976,25.680074054167
2003,CAN,33,draper kris ,F,L,181,86,1971-05-24,detroit red wings ,31.937029431896,1971,26.2507249473459
2003,CAN,36,kolanos krys ,F,R,188,93,1981-07-27,phoenix coyotes ,21.7604380561259,1981,26.3128112267995
2003,CAN,8,briere daniel ,F,R,178,80,1977-10-06,buffalo sabres ,25.5660506502396,1977,25.2493372048984
2003,CAN,89,comrie mike ,F,L,175,79,1980-09-11,edmonton oilers ,22.6338124572211,1980,25.7959183673469
2003,CAN,94,smyth ryan ,F,L,183,88,1976-02-21,edmonton oilers ,27.1895961670089,1976,26.2772850786825
2003,CAN,1,burke sean ,G,L,193,95,1967-01-29,phoenix coyotes ,36.2518822724162,1967,25.5040403769229
2003,CAN,31,luongo roberto ,G,L,191,93,1979-04-04,florida panthers ,24.0739219712526,1979,25.4927222389737
2003,CAN,43,biron martin ,G,L,188,78,1977-08-15,buffalo sabres ,25.7084188911704,1977,22.0688094160254
2003,CZE,15,kaberle tomas ,D,L,188,86,1978-03-02,toronto maple leafs ,25.1635865845311,1978,24.3322770484382
2003,CZE,25,hejda jan ,D,L,190,95,1978-06-18,slavia praha ,24.8678986995209,1978,26.3157894736842
2003,CZE,44,modry jaroslav ,D,L,188,99,1971-02-27,los angeles kings ,32.1724845995893,1971,28.0104119511091
2003,CZE,5,richter martin ,D,R,184,90,1977-12-06,sparta praha ,25.3990417522245,1977,26.5831758034026
2003,CZE,6,spacek jaroslav ,D,L,180,90,1974-02-11,columbus blue jackets ,29.2156057494867,1974,27.7777777777778
2003,CZE,7,trnka pavel ,D,L,188,90,1976-07-27,florida panthers ,26.7597535934292,1976,25.4640108646446
2003,CZE,72,kolarik pavel ,D,R,185,94,1972-10-24,slavia praha ,30.5160848733744,1972,27.4653031409788
2003,CZE,77,kadlec petr ,D,L,180,81,1977-01-05,slavia praha ,26.3162217659138,1977,25
2003,CZE,16,kotrla jindrich ,F,L,185,84,1975-03-07,hc litvinov ,28.1505817932923,1975,24.5434623813002
2003,CZE,17,hlinka jaroslav ,F,L,179,83,1976-11-10,kloten flyers ,26.4695414099932,1976,25.9043101026809
2003,CZE,18,michalek milan ,F,L,187,96,1984-12-07,hc ceske budejovice ,18.3956194387406,1984,27.452886842632
2003,CZE,19,vrbata radim ,F,R,185,85,1981-06-13,carolina hurricanes ,21.8809034907598,1981,24.8356464572681
